timestamp,date,time,unload_phase,demand_target_m3h,actual_output_m3h,unload_inflow_m3h,bog_pred_kgph,bog_to_recondenser_kgph,bog_to_compressor_kgph,compressor_capacity_kgph,lp_internal_flow_m3h,hp_internal_flow_m3h,hp_recirculation_m3h,lp_recirculation_m3h,orv_running,hp_running,lp_running,sw_running,line1_kw,line2_kw,line1_kvar,line2_kvar,line1_pf,line2_pf,line1_peak_kw,line2_peak_kw,step_energy_cost_cny,step_peak_increment_cny,cumulative_energy_cost_cny,cumulative_peak_cost_cny,electricity_price_cnykwh,line1_alarm,line2_alarm,event_note
2026-05-06 00:00:00,2026-05-06,00:00,待机,254.93333333333334,254.93333333333334,0.0,5954.353493360908,5954.353493360908,0.0,0.0,328.4438702884063,254.93333333333334,0.0,0.0,1,1,1,1,1567.3153422222222,1060.2842471791894,888.3861156374808,742.5277245079866,0.8699648595905665,0.8191125862106673,1567.3153422222222,1060.2842471791894,185.01585608872688,122840.28080451599,185.01585608872688,122840.28080451599,0.28165,0,0,ORV#1启动；海水泵P-01C启动；罐内泵0331-P-01B启动；高压外输泵0330-P-01A启动
2026-05-06 00:15:00,2026-05-06,00:15,待机,254.93333333333334,254.93333333333334,0.0,5952.019334540196,5952.019334540196,0.0,0.0,328.41505351284195,254.93333333333334,0.0,0.0,1,1,1,1,1567.3153422222222,1060.2793030694995,888.3861156374808,742.524870408302,0.8699648595905665,0.8191123653970332,1567.3153422222222,1060.2842471791894,185.01550796160333,0.0,370.03136405033024,122840.28080451599,0.28165,0,0,罐内泵0331-P-01B停运；罐内泵0331-P-02B启动
2026-05-06 00:30:00,2026-05-06,00:30,待机,254.93333333333334,254.93333333333334,0.0,5947.04563391491,5947.04563391491,0.0,0.0,328.35364980141867,254.93333333333334,0.0,0.0,1,1,1,1,1567.3153422222222,1060.268765231753,888.3861156374808,742.5187872019665,0.8699648595905665,0.8191118947496552,1567.3153422222222,1060.2842471791894,185.014765966103,0.0,555.0461300164333,122840.28080451599,0.28165,0,0,罐内泵0331-P-02B停运；罐内泵0331-P-03B启动
2026-05-06 00:45:00,2026-05-06,00:45,待机,254.93333333333334,254.93333333333334,0.0,5943.585876632156,5943.585876632156,0.0,0.0,328.31093674854515,254.93333333333334,0.0,0.0,1,1,1,1,1567.3153422222222,1060.261432779919,888.3861156374808,742.5145543774987,0.8699648595905665,0.8191115672576643,1567.3153422222222,1060.2842471791894,185.01424966983828,0.0,740.0603796862715,122840.28080451599,0.28165,0,0,罐内泵0331-P-03B停运；罐内泵0331-P-04B启动
2026-05-06 01:00:00,2026-05-06,01:00,待机,244.74666666666667,244.74666666666667,0.0,5936.541762775558,5936.541762775558,0.0,0.0,318.0373057132785,244.74666666666667,0.0,0.0,1,1,1,1,1531.6685283555555,1058.4447889439587,868.1807787453148,741.4658554358307,0.8699648595905665,0.8190302898492722,1567.3153422222222,1060.2842471791894,182.37635395435206,0.0,922.4367336406235,122840.28080451599,0.28165,0,0,
2026-05-06 01:15:00,2026-05-06,01:15,待机,244.74666666666667,244.74666666666667,0.0,5936.157953897779,5936.157953897779,0.0,0.0,318.0325673320714,244.74666666666667,0.0,0.0,1,1,1,1,1531.6685283555555,1058.4439267241214,868.1807787453148,741.4653576998337,0.8699648595905665,0.8190302512068803,1567.3153422222222,1060.2842471791894,182.37629324329774,0.0,1104.8130268839213,122840.28080451599,0.28165,0,0,罐内泵0331-P-04B停运；罐内泵0331-P-05B启动
2026-05-06 01:30:00,2026-05-06,01:30,待机,244.74666666666667,244.74666666666667,0.0,5937.300602206086,5937.3006022060845,1.8189894035458565e-12,0.0,318.0466741013097,244.74666666666667,0.0,0.0,1,1,1,1,1531.6685283555555,1058.4464935972026,868.1807787453148,741.4668394856578,0.8699648595905665,0.8190303662470954,1567.3153422222222,1060.2842471791894,182.3764739832486,0.0,1287.18950086717,122840.28080451599,0.28165,0,0,
2026-05-06 01:45:00,2026-05-06,01:45,待机,244.74666666666667,244.74666666666667,0.0,5939.9611114489835,5939.961111448983,9.094947017729282e-13,0.0,318.0795198944319,244.74666666666667,0.0,0.0,1,1,1,1,1531.6685283555555,1058.4524694590798,868.1807787453148,741.4702891877415,0.8699648595905665,0.8190306340666794,1567.3153422222222,1060.2842471791894,182.37689475862302,0.0,1469.566395625793,122840.28080451599,0.28165,0,0,罐内泵0331-P-05B停运；罐内泵0331-P-06B启动
2026-05-06 02:00:00,2026-05-06,02:00,待机,260.0266666666667,260.0266666666667,0.0,5951.739258727256,5951.739258727256,0.0,0.0,333.5049291200896,260.0266666666667,0.0,0.0,1,1,1,1,1585.2944014222223,1061.1396956863468,898.5770109443932,743.0215516007547,0.8699648595905665,0.8191507612052631,1585.2944014222223,1061.1396956863468,186.34204086265714,880.5132353096192,1655.90843648845,123720.7940398256,0.28165,0,0,
2026-05-06 02:15:00,2026-05-06,02:15,待机,260.0266666666667,260.0266666666667,0.0,5957.35244917917,5957.35244917917,0.0,0.0,333.5742277676441,260.0266666666667,0.0,0.0,1,1,1,1,1585.2944014222223,1061.1512311684319,898.5770109443932,743.0282107199585,0.8699648595905665,0.8191512755632444,1585.2944014222223,1061.1512311684319,186.34285310478944,0.5392837874754832,1842.2512895932393,123721.33332361309,0.28165,0,0,罐内泵0331-P-03D启动；罐内泵0331-P-06B停运
2026-05-06 02:30:00,2026-05-06,02:30,待机,260.0266666666667,260.0266666666667,0.0,5964.420008922368,5964.420008922366,1.8189894035458565e-12,0.0,333.6614815916342,260.0266666666667,0.0,0.0,1,1,1,1,1585.2944014222223,1061.1657486468548,898.5770109443932,743.0365912643208,0.8699648595905665,0.8191519228701626,1585.2944014222223,1061.1657486468548,186.3438753167389,0.6786921162720319,2028.5951649099782,123722.01201572936,0.28165,0,0,罐内泵0331-P-02C启动；罐内泵0331-P-03D停运
2026-05-06 02:45:00,2026-05-06,02:45,待机,260.0266666666667,260.0266666666667,0.0,5972.90823442227,5972.908234422268,1.8189894035458565e-12,0.0,333.7662744990404,260.0266666666667,0.0,0.0,1,1,1,1,1585.2944014222223,1061.1831742530358,898.5770109443932,743.0466505915252,0.8699648595905665,0.819152699821585,1585.2944014222223,1061.1831742530358,186.3451022972341,0.8146470889594184,2214.9402672072124,123722.82666281832,0.28165,0,0,罐内泵0331-P-01D启动；罐内泵0331-P-02C停运
2026-05-06 03:00:00,2026-05-06,03:00,待机,280.4266666666667,280.4266666666667,0.0,5992.490402178929,5992.490402178929,0.0,0.0,354.40802965653,280.4266666666667,0.0,0.0,1,1,1,1,1658.3448974222224,1064.4014890857532,939.9835132854072,744.9044959722302,0.8699648595905665,0.8192957573477595,1658.3448974222224,1064.4014890857532,191.71537993999283,3565.566906429541,2406.6556471472054,127288.39356924786,0.28165,0,0,罐内泵0331-P-01D停运；罐内泵0331-P-05C启动
2026-05-06 03:15:00,2026-05-06,03:15,待机,280.4266666666667,280.4266666666667,0.0,6003.653793685505,6003.653793685504,9.094947017729282e-13,0.0,354.5458493047593,280.4266666666667,0.0,0.0,1,1,1,1,1658.3448974222224,1064.421545022763,939.9835132854072,744.916073717686,0.8699648595905665,0.8192966461400376,1658.3448974222224,1064.421545022763,191.71679212865754,0.9376150552095055,2598.372439275863,127289.33118430307,0.28165,0,0,罐内泵0331-P-05C停运；罐内泵0331-P-06C启动
2026-05-06 03:30:00,2026-05-06,03:30,待机,280.4266666666667,280.4266666666667,0.0,6016.101806112095,6016.101806112094,9.094947017729282e-13,0.0,354.6995284705197,280.4266666666667,0.0,0.0,1,1,1,1,1658.3448974222224,1064.4438864866554,939.9835132854072,744.9289708354784,0.8699648595905665,0.8192976361774873,1658.3448974222224,1064.4438864866554,191.7183652469839,1.0444634369704886,2790.090804522847,127290.37564774003,0.28165,0,0,罐内泵0331-P-03B启动；罐内泵0331-P-06C停运
2026-05-06 03:45:00,2026-05-06,03:45,待机,280.4266666666667,280.4266666666667,0.0,6029.777867984501,6029.777867984499,2.7284841053187847e-12,0.0,354.8683687405494,280.4266666666667,0.0,0.0,1,1,1,1,1658.3448974222224,1064.4684048039853,939.9835132854072,744.9431245913916,0.8699648595905665,0.8192987226319203,1658.3448974222224,1064.4684048039853,191.72009164300286,1.146231335173809,2981.81089616585,127291.52187907521,0.28165,0,0,罐内泵0331-P-02B启动；罐内泵0331-P-03B停运
2026-05-06 04:00:00,2026-05-06,04:00,待机,305.92,305.92,0.0,6056.0224178174585,6056.0224178174585,0.0,0.0,380.68570886194397,305.92,0.0,0.0,1,1,1,1,1751.9740928,1067.8820499651115,993.054439697696,746.9137288434963,0.8699648595905665,0.8194495002928309,1751.9740928,1067.8820499651115,198.55312065244843,4536.752795193756,3180.3640168182983,131828.27467426896,0.28165,0,0,罐内泵0331-P-01B启动；罐内泵0331-P-02B停运
2026-05-06 04:15:00,2026-05-06,04:15,待机,305.92,305.92,0.0,6071.912081675854,6071.912081675854,0.0,0.0,380.88187755155377,305.92,0.0,0.0,1,1,1,1,1751.9740928,1067.9054364521785,993.054439697696,746.9272292246667,0.8699648595905665,0.819450529924401,1751.9740928,1067.9054364521785,198.55476735346903,1.0933182703822695,3378.918784171767,131829.36799253934,0.28165,0,0,罐内泵0331-P-01B停运；罐内泵0331-P-05C启动
2026-05-06 04:30:00,2026-05-06,04:30,待机,305.92,305.92,0.0,6088.830031481352,6088.830031481352,0.0,0.0,381.0907411293994,305.92,0.0,0.0,1,1,1,1,1751.9740928,1067.9302940774223,993.054439697696,746.9415788537847,0.8699648595905665,0.819451624275936,1751.9740928,1067.9302940774223,198.5565176410065,1.162093980149507,3577.4753018127735,131830.5300865195,0.28165,0,0,罐内泵0331-P-05C停运；罐内泵0331-P-06C启动
2026-05-06 04:45:00,2026-05-06,04:45,待机,305.92,305.92,0.0,6106.700545788812,6106.70054578881,1.8189894035458565e-12,0.0,381.31136476282484,305.92,0.0,0.0,1,1,1,1,1751.9740928,1067.9565039327683,993.054439697696,746.9567090884617,0.8699648595905665,0.8194527781038603,1751.9740928,1067.9565039327683,198.55836314244604,1.2253107374253318,3776.0336649552196,131831.7553972569,0.28165,0,0,罐内泵0331-P-03D启动；罐内泵0331-P-06C停运
2026-05-06 05:00:00,2026-05-06,05:00,待机,382.40000000000003,382.40000000000003,0.0,6290.929231611469,6290.929231611468,9.094947017729282e-13,0.0,460.06579298285766,382.40000000000003,0.0,0.0,1,1,2,1,2048.4595200000003,1177.1177630231923,1161.1083915207375,809.9725268361157,0.8699648595905665,0.8238118222702343,2048.4595200000003,1177.1177630231923,227.12096044087056,18963.982584077334,4003.15462539609,150795.73798133424,0.28165,0,0,罐内泵0331-P-02B启动；罐内泵0331-P-02C启动；罐内泵0331-P-03D停运
2026-05-06 05:15:00,2026-05-06,05:15,待机,382.40000000000003,382.40000000000003,0.0,6310.799143340094,6310.799143340092,1.8189894035458565e-12,0.0,460.3111005350629,382.40000000000003,0.0,0.0,1,1,2,1,2048.4595200000003,1177.1839729485812,1161.1083915207375,810.0107480203174,0.8699648595905665,0.8238142202881584,2048.4595200000003,1177.1839729485812,227.125622447242,3.095314011929929,4230.280247843332,150798.83329534618,0.28165,0,0,罐内泵0331-P-01B启动；罐内泵0331-P-01D启动；罐内泵0331-P-02B停运；罐内泵0331-P-02C停运
2026-05-06 05:30:00,2026-05-06,05:30,待机,382.40000000000003,382.40000000000003,0.0,6331.388726674328,6331.388726674328,0.0,0.0,460.5652929219053,382.40000000000003,0.0,0.0,1,1,2,1,2048.4595200000003,1177.2525491998927,1161.1083915207375,810.050335219938,0.8699648595905665,0.8238167037254427,2048.4595200000003,1177.2525491998927,227.13045107253748,3.205939748811204,4457.41069891587,150802.039235095,0.28165,0,0,罐内泵0331-P-01B停运；罐内泵0331-P-01D停运；罐内泵0331-P-05B启动；罐内泵0331-P-05C启动
2026-05-06 05:45:00,2026-05-06,05:45,待机,382.40000000000003,382.40000000000003,0.0,6352.605862555796,6352.605862555796,0.0,0.0,460.82723287105927,382.40000000000003,0.0,0.0,1,1,2,1,2048.4595200000003,1177.3231817966303,1161.1083915207375,810.0911094916911,0.8699648595905665,0.823819261328399,2048.4595200000003,1177.3231817966303,227.13542449025525,3.3020738974826145,4684.546123406125,150805.34130899247,0.28165,0,0,罐内泵0331-P-05B停运；罐内泵0331-P-05C停运；罐内泵0331-P-06B启动；罐内泵0331-P-06C启动
2026-05-06 06:00:00,2026-05-06,06:00,待机,611.84,611.84,0.0,6507.0562854262325,6507.0562854262325,0.0,0.0,700.7872000000001,611.84,0.0,0.0,2,2,2,1,2079.59201787904,2651.9740928,1182.1793328115054,1643.0544396976961,0.8693500679156998,0.8500705348563201,2079.59201787904,2651.9740928,333.16139876818795,70395.37436525266,5017.7075221743125,221200.71567424515,0.28165,0,0,ORV#2启动；罐内泵0331-P-04A启动；罐内泵0331-P-04C启动；罐内泵0331-P-06B停运；罐内泵0331-P-06C停运；高压外输泵0330-P-01B启动
2026-05-06 06:15:00,2026-05-06,06:15,待机,611.84,611.84,0.0,6528.828352924005,6528.828352924005,0.0,0.0,700.7872000000001,611.84,0.0,0.0,2,2,2,1,2079.59201787904,2651.9740928,1182.1793328115054,1643.0544396976961,0.8693500679156998,0.8500705348563201,2079.59201787904,2651.9740928,333.16139876818795,0.0,5350.8689209425,221200.71567424515,0.28165,0,0,
2026-05-06 06:30:00,2026-05-06,06:30,待机,611.84,611.84,0.0,6550.935634304774,6550.935634304774,0.0,0.0,700.7872000000001,611.84,0.0,0.0,2,2,2,1,1915.7830553395202,2815.78305533952,1087.6168862546008,1737.6168862546008,0.8696312393816642,0.8510064559597118,2079.59201787904,2815.78305533952,333.16139876818795,7658.068998722562,5684.030319710688,228858.7846729677,0.28165,0,0,罐内泵0331-P-03A启动；罐内泵0331-P-03B启动；罐内泵0331-P-04A停运；罐内泵0331-P-04C停运
2026-05-06 06:45:00,2026-05-06,06:45,待机,611.84,611.84,0.0,6573.276999777353,6573.276999777353,0.0,0.0,700.7872000000001,611.84,0.0,0.0,2,2,2,1,1915.7830553395202,2815.78305533952,1087.6168862546008,1737.6168862546008,0.8696312393816642,0.8510064559597118,2079.59201787904,2815.78305533952,333.16139876818795,0.0,6017.191718478875,228858.7846729677,0.28165,0,0,罐内泵0331-P-02A启动；罐内泵0331-P-02C启动；罐内泵0331-P-03A停运；罐内泵0331-P-03B停运
2026-05-06 07:00:00,2026-05-06,07:00,待机,917.76,917.76,0.0,6907.297376828518,6907.297376828518,0.0,0.0,1031.1808,917.76,0.0,0.0,3,2,3,1,2170.0,3558.3680929518932,1230.0,2161.9215809313205,0.8699648595905665,0.85462938260014,2170.0,3558.3680929518932,403.3487183449752,38942.42367253331,6420.5404368238505,267801.20834550104,0.28165,0,0,ORV#3启动；罐内泵0331-P-01B启动；罐内泵0331-P-01D启动；罐内泵0331-P-02A停运；罐内泵0331-P-02C停运；罐内泵0331-P-05B启动
2026-05-06 07:15:00,2026-05-06,07:15,待机,917.76,917.76,0.0,6929.788370943762,6929.788370943762,0.0,0.0,1031.1808,917.76,0.0,0.0,3,2,3,1,2170.0,3558.3680929518932,1230.0,2161.9215809313205,0.8699648595905665,0.85462938260014,2170.0,3558.3680929518932,403.3487183449752,0.0,6823.889155168826,267801.20834550104,0.28165,0,0,罐内泵0331-P-01B停运；罐内泵0331-P-01D停运；罐内泵0331-P-04B启动；罐内泵0331-P-05C启动
2026-05-06 07:30:00,2026-05-06,07:30,待机,917.76,917.76,0.0,6952.198709626739,6952.198709626739,0.0,0.0,1031.1808,917.76,0.0,0.0,3,2,3,1,2170.0,3558.3680929518932,1230.0,2161.9215809313205,0.8699648595905665,0.85462938260014,2170.0,3558.3680929518932,403.3487183449752,0.0,7227.237873513801,267801.20834550104,0.28165,0,0,罐内泵0331-P-03D启动；罐内泵0331-P-04B停运；罐内泵0331-P-05B停运；罐内泵0331-P-05C停运；罐内泵0331-P-06B启动；罐内泵0331-P-06C启动
2026-05-06 07:45:00,2026-05-06,07:45,待机,917.76,917.76,0.0,6974.422457048095,6974.422457048095,0.0,0.0,1031.1808,917.76,0.0,0.0,3,2,3,1,2170.0,3558.3680929518932,1230.0,2161.9215809313205,0.8699648595905665,0.85462938260014,2170.0,3558.3680929518932,403.3487183449752,0.0,7630.586591858776,267801.20834550104,0.28165,0,0,罐内泵0331-P-02B启动；罐内泵0331-P-03D停运
2026-05-06 08:00:00,2026-05-06,08:00,待机,1019.7333333333333,1019.7333333333333,0.0,7048.34378781688,7048.34378781688,0.0,0.0,1141.3120000000001,1019.7333333333333,0.0,0.0,3,3,3,1,2384.4140578006914,4661.713809382716,1356.7976418828712,2782.215661539512,0.8691406018888717,0.8586943315765788,2384.4140578006914,4661.713809382716,866.6737276635591,61605.26944532329,8497.260319522335,329406.4777908243,0.492,0,0,罐内泵0331-P-02B停运；罐内泵0331-P-04A启动；罐内泵0331-P-04C启动；罐内泵0331-P-04D启动；罐内泵0331-P-06B停运；罐内泵0331-P-06C停运；高压外输泵0330-P-01D启动
